no,name,category,description,member_count,day,period,room,3d_modeling,AI,STEM,academic,academic_support,aerospace,algorithms,animal_welfare,anime,anthropology,astronomy,badminton,baseball,basketball,billiards,biology,board_games,business,charity,cheerleading,chemistry,chinese_culture,climbing,coffee,community_service,competition,computer_science,craftsmanship,creative_arts,culture,cybersecurity,cycling,dance,data_science,debate,design,dodgeball,drones,economics,engineering,entrepreneurship,environment,equestrian,experiments,fashion,fencing,figure_skating,film,finance,fitness,food,football,forensic_science,frisbee,game_development,gaming,gender_studies,geography,geology,golf,hands_on,health,history,hobbies,humanities,investment,journalism,language_learning,law,linguistics,literature,machine_learning,magic,mahjong,martial_arts,math,media,medicine,mental_health,meteorology,motorsport,music,nutrition,outdoor_sports,peer_support,performing_arts,personal_growth,philosophy,photography,physics,pickleball,politics,programming,psychology,racquet_sports,rc_racing,religion,research,rhythm_games,robotics,rowing,running,scuba_diving,skiing,social_sciences,speedcubing,sports,strategy,swimming,table_tennis,tcg,tchoukball,teaching,team_sports,technology,tennis,theater,visual_arts,voice_acting,volleyball,volunteer,water_sports,web_development,wellness,winter_sports,writing,yoga
116,Olympiad in Informatics (OI),ACADEMIC Mathematics and computer sciences,"Olympiad in Informatics is a competitive programming activity of algorithms and discrete mathematics. Club members solve selected, inspiring problems together on online judge platforms (e.g. Codeforces, Luogu); specific problems are chosen to best reveal how intriguing the subject is. The club also focuses on highlighting the fascinating intersection between mathematics and computer science, for example how computers could aid counting problems and logic verification. Above all, our primary goal is to share how engaging and fun competitive programming can be, gathering more people to join. We will also organize students to participate in online/offline competitive programming contests in allocated teams.",1,tuesday,period11,A206,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Paper Airplane Technology Institution (PATI),SOCIAL Interests and hobbies,"Our club Paper Airplane Technology Institute (will be called as ‘PATI’ in the following) is a club that is aimed to teach and support our members to learn, make and fly their paper airplane made by themselves. We try to combine aviation principles, physics and handcrafting as interests into the events of our club in the following semester.",1,monday,period11,A202,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Paper Quilling Club,SOCIAL Interests and hobbies,"This Paper Quilling ECA is a creative art community dedicated to the traditional craft of paper quilling — the art of rolling, shaping and gluing thin paper strips to form delicate decorative artworks. We welcome students of all skill levels, from complete beginners to those with prior crafting experience. In our sessions, members will master fundamental quilling techniques and create a wide range of works, including bookmarks, greeting cards, wall art and 3D miniatures. Beyond hands-on creation, the club integrates creative expression, aesthetic appreciation and public welfare. We will organise themed creation projects and donate selected works to community charity programs. Our club aims to provide a relaxing, supportive space for students to unwind from academic pressure, nurture patience and fine motor skills, and connect with peers who share a passion for handmade art.",3,monday,period11,A410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
119,Pause.,SOCIAL Interests and hobbies,"‘Pause.’ is a community designed to make mindfulness practical, accessible, and relevant to everyday student life. Rather than treating mindfulness as simply “sitting still and meditating,” the club explores how attention, awareness, and intentional reflection can influence the way we study, communicate, manage stress, and experience everyday moments. Each session combines a short guided mindfulness practice with an interactive activity or discussion. Students may explore breathing and grounding exercises, mindful movement, attention training, gratitude, mindful listening, digital awareness, and reflection. No previous experience is required, and students are encouraged to participate at their own comfort level. The goal is not to eliminate stress or constantly “feel positive,” but to develop the ability to notice our thoughts, emotions, and surroundings without immediately reacting to them. Through regular practice, Pause. aims to help students become more attentive to themselves and the people around them.",2,tuesday,lunchtime,G021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
120,Philomath,ACADEMIC Mathematics and computer sciences,"Philomath ECA is provided for those that are interested to mathematics, and want to thrive deeper into it! We will start the first semester by introducing Group Theory, which is one of the most fundamental concepts in mathematics when stepping into university. The full outline of the ECA is similar to Cambridge’s style of teaching group theory, which is believed to be the most effective amongst all. Overall, this ECA can increase student’s ability in mathematics, which helps application by adding more extra-curriculum knowledge.",2,monday,period11,A408,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Philosophy of religions,SOCIAL Culture,"Philosophy of Religions introduces students to different religions, exploring their origins, beliefs, texts, traditions, history and influence on society and culture. The ECA aims to provide an open and non-religious environment where students can learn about different perspectives and discuss questions surrounding religion.",1,thursday,period11,A409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Physics Frontier,ACADEMIC Natural sciences,"Our club is mainly lecture-based, and I, as the leader of the club, will conduct most of these lectures. These lectures aim to provide a revision and a prevision of school contents for club members, and they will cover curriculums from A level, IGCSE, AP physics up to physics competitions like BPHO and Physics Bowl. Every lecture will be around 50 minutes and there are no after school assignments, so the learning atmosphere is quite relaxing.",1,monday,period11,A205,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Physics and Philosophy,ACADEMIC Natural sciences,"Physics and Philosophy ECA is a student-led interdisciplinary club exploring the conceptual foundations behind scientific theories and their implications for humanity. While physics provides models to describe the universe, philosophy helps us examine the assumptions, interpretations, and consequences behind those models. The club will explore topics including the interpretation of quantum mechanics (such as the measurement problem and Schrödinger’s Cat), the nature of space and time in Einstein’s relativity, the philosophical foundations of scientific methods, and ethical questions arising from technologies such as artificial intelligence and genetic engineering. Activities will include guided discussions, student presentations, thought experiments, debates, and analysis of scientific papers or philosophical texts. Members will be encouraged to move beyond memorising theories and instead ask deeper questions: Why do scientific models work? What does it mean for a theory to represent reality? How should society respond to new technologies? The ECA welcomes students interested in physics, philosophy, mathematics, humanities, or simply exploring challenging ideas through logical reasoning and open discussion.",2,thursday,period11,A519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Pickleball Club,SPORTS,"Pickleball Club is an ECA run by students. The aim of this club is to introduce students to pickleball and create a fun and inclusive atmosphere for students to exercise, learn, and interact with people. With regular training sessions and friendly matches being conducted, members get a chance to practice the basics of the game, improve their techniques, and work together. The club is open to every student irrespective of whether he/she has a background in the game. Apart from practicing sports, the club intends to promote an active and healthy way of life and create a friendly community. We also hope to organize or participate in competitions with other clubs or communities to encourage students to use their skills in real matches.",1,thursday,lunchtime,H100B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Pitch Observatory,SOCIAL Social sports and physical recreation,"Football is far more than a sport—it is a magnifying glass for history, politics, social class, migration, and identity. From El Clásico in Spain to the Superclásico in Argentina, from the Milan Derby to the North West Derby in England, every classic rivalry carries within it decades or even centuries of cultural tension and collective memory. Our ECA is dedicated to unearthing these stories. The Football Culture Studies Club is a student-led organization that aims to go beyond scores and highlights, delving deeply into the historical roots, social conflicts, and fan cultures behind the world's famous derbies. Through weekly topic sharing, guided discussions, and member-led research projects, we seek to understand: why does football mean so much to people across the globe?",1,tuesday,period11,B525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Policy Insight,ACADEMIC Social sciences,"The Policy Insight ECA will focus on the subject of public policy. We invite students who are interested in policy, sociology, economics, or just want to dive into the policy around us. Each week, we will select one concrete, relevant case study close to our daily lives, ranging from our school to our community, and even to the whole society, focusing on policy or creating potential policy that might be helpful. We may have opportunities to implement policies. Students will not only learn the theory but also analyze or debate the policy. In this club, anyone who is interested in policy can be the lecturer, raise their doubts, and invite peers to discuss. Our final goal is to turn our daily observations and knowledge into practical outcomes, giving members a platform to contribute to their surroundings.",1,tuesday,period11,B221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Polyverse,SOCIAL Media and creative,"Polyverse is a 3D modelling and rendering club where students are able to explore computer graphics mainly through the app Blender. The members will learn the skills of 3D modelling, texturing, lighting, and rendering by developing through hands on practice. The club aims to provide a creative space where students are able to turn ideas into digital works, such as designing characters and environments to create complete animations. They will collaborate on group projects, share techniques, and explore art and technology. No prior experience is required, and everyone is welcome to learn, create, and experiment.",2,monday,period11,B430,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
128,Psychology Union,ACADEMIC Social sciences,"Psychology Union is a proposed ECA open to all SCIE students. It will tentatively be held every Monday as a weekly lecture-based activity. The main aim is to bring together psychology-related clubs at SCIE and create a shared platform for students who are interested in psychology. Instead of functioning as one single club, Psychology Union will work more like a network. Students can attend weekly lectures to gain a general understanding of psychology, and they can also join different club projects based on their own interests.",1,monday,period11,B221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Psyminar,ACADEMIC Health and wellbeing,"Against the widespread student psychological pressure, this ECA aims to improve students’ health and well-being by targeting the gut-mental health link. Scientific research identifies the gut as the human “second brain”, and imbalanced gut microbiota or impaired gut barrier function can significantly raise stress hormone levels and contribute to anxiety and low mood. Regarding the link between intestinal health and mental wellbeing, this ECA translates science into accessible activities. The ECA aims to raise awareness of nutrition mental health connections via practical exercises and self tracking, thus improving mental wellbeing. In summary, this ECA combines biological knowledge, neuroscience, and psychology with lifestyle management to achieve mental wellbeing via dietary approaches.",1,thursday,period11,A406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Public Philisophy,ACADEMIC Others,"The Public Philosophy Club is a space where students come together to explore ideas that matter. Whether we’re discussing ethics, identity, the nature of reality, or how philosophy can inform public life, this is the platform to think deeply and share openly.",6,wednesday,lunchtime,A510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Public-Risk Analysis Club,ACADEMIC Mathematics and computer sciences,"We are a student-led research collective dedicated to dissecting aviation disasters through the lens of public safety. Every session, we reconstruct one historic crash—from cockpit voice recordings to wreckage distribution—and apply the Swiss Cheese Model to trace how minor errors align into catastrophic outcomes. Beyond storytelling, we build our own database: mapping accident hotspots, analyzing pilot age-to-experience correlation (the “U‑curve” of risk), and studying human factors like crew familiarity and circadian rhythms. Our mission is not morbid curiosity, but rational vigilance—transforming tragedy into actionable safety intelligence. We believe every black box holds a lesson not just for aviation, but for emergency response, risk communication, and everyday decision-making. If you seek truth in data and respect in remembrance, join us in rewriting the odds—because the safest flight is the one we never stop learning from.",1,monday,period11,A415,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Quicksilver,SOCIAL Interests and hobbies,"Quicksilver studio has not only been a music club, but the heart of SCIE’s musical expression. As one of the most representative music clubs, we aim for every music lover to find a place to express and showcase, to meet someone with the same hobby, to encounter new and fun people from different ages and backgrounds, or to simply find a place to enjoy music and harmony. Quicksilver is a community built on mutual respect, friendship, and a shared, burning passion for music. We are ""equal friends"" where every voice is heard, and every unique style is encouraged. Our goal is to create a safe, supportive, and inspiring environment where members can be their authentic selves, shine in their own way, and, most importantly, play the “coolest music” with reliable people. We meet to share music, sing songs, and perform our souls out.",1,tuesday,period11,G019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,RIOT RUNNER,SPORTS,RIOT RUNNERS (henceforth RR) is a running team that welcomes runners at all levels.,1,tuesday,period11,Running Track,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,ReaL People,SOCIAL Media and creative,"ReaL People is a student-led game-development community that has been running for two years. During this time, members have worked together to turn ideas into playable experiences through writing, art, design, programming, audio, translation, testing, and production planning. Our major project, Preface, is an original narrative game developed collaboratively through shared work on worldbuilding, branching dialogue, interactive design, character and environment concepts, models, bilingual text, and playtesting. Our club records document this process across pages for story structure, interaction lists, character development, dialogue, translation, and visual assets. This year, we will continue as a practical creative studio where students learn through small team projects, structured feedback, and iterative improvement.",1,tuesday,period11,A219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
135,Red Cross,SOCIAL Volunteers and charitable projects,"SCIE Red Cross, founded in 2010, is one of the oldest and largest societies in Shenzhen College of International Education. It is an outstanding social ECA certified by international organizations, dedicated to promoting humanitarian spirit of borderless care. Under the guidance of Shenzhen Red Cross headquarters and school medical teachers, we integrate first aid training, charity volunteer activities and mental health promotion. We hold regular after-school activities every Tuesday, providing systematic first aid knowledge learning, forming first aid teams for school sports events, carrying out volunteer services at Min'ai Welfare Institute, organizing AHA first aid certificate training, Mental Health Week and first aid lectures. We also launch new projects including first aid handbook compilation and off-campus community first aid teaching, committed to serving the campus and the public with practical humanitarian actions.",4,tuesday,period11,B526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
136,Relevé Balllet Ensemble,SOCIAL Active and performance,"Relevé Ballet Ensemble is a student-led dance ECA designed for students who love ballet and seek opportunities to dance on the stage. The ECA provides opportunities for students to develop ballet techniques and artistic expression in a supportive and collaborative environment. Through regular activities, members will be introduced to ballet works from different choreographers, styles, and historical periods, developing a broader understanding of this art form. In addition, we will explore choreography and performance, allowing members to work together to create dance pieces and perform at events like SCIE Got Talent and New Year Concert.",1,monday,period11,G022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Resonance: The Music & Ideology Club,SOCIAL Culture,"Resonance is a discussion-based ECA dedicated to exploring the deeper ideologies, political messages, and social representations embedded within popular and alternative music. Far from just listening to catchy tunes, we analyze music as a historical and cultural artifact. We will dissect how artists use their platforms to express the struggles of specific demographics, challenge the status quo, and reflect the historical zeitgeist of their eras. For example, we will analyze Green Day's American Idiot as a critique of post-9/11 media paranoia, exploring who the ""idiot"" represents and what generational anxieties the album voices. By bridging music with social sciences and history, members will develop critical media literacy, learn to interpret complex narratives, and enjoy lively, respectful debates about the soundtracks that shape our society.",1,monday,period11,A212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Running for Athletic Performance,SPORTS,"A mix of running styles that aim to improve athletic perfomance in sports. The aim is to diversify the types of running including sprinting to slow jogging in order to improve fitness in a way that's engaging and that can provide tangible effects. This is not simply just running for an hour, it's structured and motivational.",0,thursday,period11,Balcony in H100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,SCIE Anatomy Club,ACADEMIC Natural sciences,"The Anatomy Club aims to provide students with a deeper understanding of human anatomy and biological structures through both theoretical learning and hands-on practical activities. Members will explore topics such as the nervous system, respiratory system, circulatory system and other human organs/ systems. The club also conducts practical sessions using animal specimens, including frogs and pig organs such as the kidney, lung, and brain, to help members connect anatomical knowledge with real biological structures. This year, we also hope to introduce basic suturing practice to expand members’ understanding of practical medical techniques.",1,tuesday,period11,B531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,SCIE Basketball League,SPORTS,"This is a formal 5v5 basketball tournament in SCIE. There are 5 teams in this ECA lead by various captains-all are from SISAC school team or ISL school team-to compete for the final championship in the end of this school year. There will be a tryount monitored by coaches from SISAC and ISL team to ensure the impartiality of picking the players. Every basketball enthusiasts can attend this ECA. The players are drafted by five teams' captains to form a team that at least contain 8 team members. The rountine in the ECA are divided into two parts-regular season and the playoffs season. Firstly, the five teams are playing against each other during the regular season to get the four playoffs spot, meaning that one team will not be in the playoffs competitions. Then, the games in playoffs will be one-off games, which makes winning more coincidential and ensures the tournament will end before the march(won't affect by the external examination schedule).",1,tuesday,period11,BBL,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
141,SCIE Biologue,ACADEMIC Natural sciences,"This eca aims to report recent events in the campus and explain them in a biological and scientific way, and to present it to the students every two weeks as a magazine.",2,monday,period11,A201,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
142,SCIE Champion League,SPORTS,"The SCIE Champion League (SCL) is an inclusive, intramural 6-a-side football league dedicated to fostering sportsmanship, teamwork, and healthy competition within the school community. Designed to welcome students of all genders and skill levels—from absolute beginners to advanced players—SCL prioritizes passion and creativity over technical perfection, providing a highly supportive environment for athletic expression. A defining feature of the league is its NBA-inspired draft mechanism. At the beginning of the academic year, all participants undergo a skills assessment followed by a structured draft, ensuring balanced team rosters and highly competitive midday matches. Beyond intramural play, SCL also unites its top talents into a representative squad to compete in friendly matches against other international schools. More than just a sports tournament, SCL acts as a dynamic campus platform that bridges diverse student groups, cultivates school spirit, and promotes holistic development through a shared love of the beautiful game.",1,monday,period11,FBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
